x_l,y_l,x_r,y_r
-91.27476231247995,-1420.637932528729,-98.89834466108985,-1416.1077651837004
-93.78038699637226,-1424.9071620739046,-101.45626905279842,-1420.4502336858961
-96.26796915592641,-1429.2098292477297,-103.9782367358717,-1424.7945151201002
-98.7351550023368,-1433.53133624302,-106.4739045873332,-1429.149874858879
-101.18648149414526,-1437.8687722548027,-108.94967965585776,-1433.5123564915882
-103.62563783214104,-1442.219718154285,-111.40846934906628,-1437.8799653296237
-106.05894501597147,-1446.5802854883943,-113.85665296889799,-1442.24875565693
-108.49012358812287,-1450.9480445107695,-116.29710641187712,-1446.6167394892307
-110.92377731193665,-1455.320069268238,-118.73618246388241,-1450.9799892295923
-113.36452765199597,-1459.6934254621046,-121.17672551107371,-1455.3365240849078
-115.81613709855506,-1464.065665977807,-123.62506012115618,-1459.6824313015559
-118.28466405671084,-1468.4322758351313,-126.08434451641351,-1464.016355350506
-120.77117797005056,-1472.789149403671,-128.56102893093237,-1468.337744456101
-123.27358656616344,-1477.1345620284078,-131.0538793438827,-1472.650429526689
-125.79003782613614,-1481.469208149426,-133.56324539675708,-1476.954857136928
-128.31803148926983,-1485.79465707053,-136.08579577397504,-1481.2530888372808
-130.816280997461,-1490.1352990402227,-138.62768631963766,-1485.5416304743953
-133.31688355851966,-1494.4726174805644,-141.18039985862663,-1489.8255681589033
-135.8242193935656,-1498.8040903018812,-143.743193712697,-1494.105461806997
-138.33748643069504,-1503.1302182042368,-146.31274167172097,-1498.3834019195583
-140.8558818643466,-1507.4514926531122,-148.88915729624637,-1502.6594365354072
-143.3760269480653,-1511.7699423103195,-151.4691155800271,-1506.9356641433942
-145.93231502187516,-1516.0650274681109,-154.02697049420252,-1511.2275226583645
-148.5368379649664,-1520.3295653041052,-156.54736737696183,-1515.544277482087
-151.13906341479307,-1524.5938830918947,-159.06813956661782,-1519.863339742705
-153.7373970215845,-1528.8590820146671,-161.58676982347438,-1524.1862272537153
-156.33024565562937,-1533.1262575875398,-164.1015980856731,-1528.5139425063626
-158.91687700420226,-1537.395999267949,-166.61009948068408,-1532.8480000455045
-161.4939821076036,-1541.670422708889,-169.1123317941598,-1537.1883842158202
-164.06083118289965,-1545.9501125882002,-171.60576965058993,-1541.5366123311744
-166.56828268724976,-1550.2637984427777,-174.10690238160092,-1545.8831393480818
-169.04306815558672,-1554.5956214165685,-176.60377162053774,-1550.2351458559126
-171.50341762822583,-1558.9349933875612,-179.08695381578372,-1554.5982117592105
-173.9489744052925,-1563.2871834810235,-181.5518887621215,-1558.97026996756
-176.39404003073608,-1567.6637924755753,-183.99811346684425,-1563.3307137573574
-178.88018834041958,-1572.0556154831504,-186.44814548597807,-1567.6438556706732
