x_l,y_l,x_r,y_r
5.542783597457019,-1392.9378529659505,10.06227553375312,-1385.1213938163257
1.3656547035630613,-1390.602658051961,5.498710646707538,-1382.623557565638
-2.808966300568098,-1388.5551104978915,0.7207999116111594,-1380.3839079249922
-7.0821046634994085,-1386.875419377502,-4.2537233691748515,-1378.5254424162215
-11.525377728690719,-1385.605327484472,-9.356797703341302,-1377.105607214154
-16.10306569852335,-1384.6549431182139,-14.524132680152485,-1376.0445141786372
-20.767250749601967,-1383.8520990981488,-19.714810827876903,-1375.186776760742
-25.5198950543147,-1383.321040450659,-24.92695502993906,-1374.5781238247557
-30.30510955627271,-1383.030596311868,-30.15694594222164,-1374.2098405878119
-35.0279111820216,-1383.172508488799,-35.42756908929673,-1374.3585648449384
-39.59118522417439,-1383.7584321413,-40.71273772538263,-1375.0453187490025
-44.02889137724043,-1384.6478915963448,-45.95094068803485,-1376.1310795491715
-48.51466231584313,-1385.6557274410002,-51.11631008489262,-1377.4345622020696
-53.018661274214516,-1387.0316120283007,-56.12518368502624,-1379.1035136742737
-57.376964835944506,-1388.9057010460745,-60.96019013613454,-1381.1350675166846
-61.58687240120532,-1391.0738658873925,-65.65534627117424,-1383.4585210909056
-65.6364148718618,-1393.5000790862855,-70.1789962738586,-1386.1024635781482
-69.51283857925193,-1396.1723279962614,-74.51774462260518,-1389.0450847355605
-73.30250287731678,-1398.958450739172,-78.77799198572494,-1392.1218507052586
-76.98289424355393,-1401.9023814151726,-82.93876190278952,-1395.390218531332
-80.32584262628637,-1405.2068720355705,-86.76244216757526,-1399.090759925326
-83.25387301796245,-1408.8351982027143,-90.1664069557377,-1403.1975325014596
-86.00260937766102,-1412.5893641366704,-93.30379518652383,-1407.4563035696733
-88.68614029219599,-1416.5060403119712,-96.21232976248356,-1411.7687498356195
