x_l,y_l,x_r,y_r
369.84392624073735,-74.36486668805298,365.24978023257495,-82.03178695995395
374.24248511606334,-77.10465341690121,369.41362239238293,-84.6176319072105
378.53672271950455,-80.11456638782008,373.3171978216468,-87.38006539619128
382.6007344683345,-83.40939250488692,376.9667395444741,-90.38415108120445
386.39697453952425,-86.9597581913003,380.3783623825969,-93.6405045346729
390.29330461066655,-90.37221389629063,383.9356346784866,-96.74669756427934
394.0128240283335,-93.9790143185324,387.35124402358673,-100.05153832757166
397.3733686823689,-97.92011724658703,390.4364869311964,-103.70273192943158
400.5765918662055,-101.99091988867603,393.38693894490586,-107.49892677603995
403.7293846695378,-106.10577536497867,396.25214809170546,-111.39175513784252
406.7285061944227,-110.33569050249065,398.9834010770668,-115.40573938993802
409.49795510924235,-114.71106582539711,401.56502426345895,-119.53405910716911
412.0317350111623,-119.20989917511929,403.99658370692526,-123.7579352917325
414.4182305572258,-123.76466264915526,406.29708388460074,-128.04692113291242
416.6671784902718,-128.36928560774427,408.46833257779764,-132.39077161462114
418.7966887532675,-133.0157712019508,410.5215951462419,-136.78237309158072
420.7882276497739,-137.71251258902336,412.44519938592737,-141.22686720810455
422.6436199505954,-142.45719886235747,414.24258427517424,-145.72166950555538
424.38448789204324,-147.24048476953445,415.95774627327,-150.24992486537215
426.036052921868,-152.05428542671928,417.6428866204754,-154.79721441544044
427.5580713309975,-156.91263454344687,419.2068828253624,-159.39739198499896
428.95225415730613,-161.8132890576507,420.65185694565895,-164.04815418308434
430.2212953829112,-166.75378430686195,421.96441473869334,-168.751019152127
431.379542580468,-171.7287370077046,423.0683820617489,-173.51999769004104
432.4138505056918,-176.73108983474623,424.05972960781924,-178.3366156127168
