x_l,y_l,x_r,y_r
-351.25034012687263,-1541.6633162356254,-346.3958467986444,-1534.0966792992983
-355.447704774444,-1538.7823955545675,-350.3870494992115,-1531.2614918066618
-359.65232866272584,-1535.849719884165,-354.3507806418816,-1528.4510718601891
-363.82750173491047,-1532.8209673261538,-358.2601543165423,-1525.6100906302734
-367.9012371686339,-1529.6185760783126,-362.03465310783014,-1522.6385248279619
-371.79777373568845,-1526.1741264747498,-365.606711878733,-1519.4788360341972
-375.49959102088445,-1522.4967850193336,-368.96158872159384,-1516.1427142820448
-378.99975898081055,-1518.6041804831293,-372.1012055643168,-1512.646564705003
-382.4253511385727,-1514.6263862467663,-375.1655122817499,-1509.0801049905583
-385.6300109780105,-1510.4630881837272,-378.05009295372275,-1505.3218700649272
-388.35802064653546,-1505.9847628446591,-380.5691858829745,-1501.2712854631557
-390.8263915166534,-1501.3785116840857,-382.8772701546292,-1497.0693083271053
-393.14730065326785,-1496.7220411469052,-385.0572858625456,-1492.780764490047
-395.33962736579497,-1492.0266067683167,-387.1158006337199,-1488.427273096537
-397.33660814151074,-1487.2571638126349,-388.991739385551,-1484.0082885540558
-399.07252668924866,-1482.3876228606036,-390.6206818234539,-1479.5171186601992
-400.54136984015446,-1477.4280883605547,-391.99767273581864,-1474.963762126193
-401.77377151442,-1472.3970936922758,-393.15224932519106,-1470.3639879053985
-402.8688477245667,-1467.3166824941732,-394.14497247044204,-1465.729959597612
-403.7670218636816,-1462.166941923987,-394.9380827597157,-1461.044518519713
-404.38780028344604,-1456.949874948527,-395.47676934961623,-1456.3096533491346
-404.60666763488314,-1451.6874776209665,-395.75673495622317,-1451.5500273274556
-404.51894374776674,-1446.4175611355101,-395.7638966889357,-1446.7908170767262
-404.0946292968625,-1441.1673172079759,-395.4616403095381,-1442.0598093058322
-403.3128554388844,-1435.9818301086693,-394.82427086403635,-1437.3740714367627
-402.25050302816715,-1430.8932527457353,-393.90315890901866,-1432.711134798157
-401.00786462699284,-1425.8944054532592,-392.6903871059509,-1428.0608755515898
-399.6041589558004,-1420.9806298105343,-391.3014239301172,-1423.3998228770945
