s_m,x1_m,y1_m,speed1_kmh,time1_s,speed2_kmh,time2_s,delta_time_s
0.0,1.4560055830621454,3.133500744799404,172.47578081600722,0.0,254.87914948807665,0.0,0.0
5.001752067978005,-1.3688221778658545,7.261196454346409,173.24677347035694,0.1043356124351207,256.60630478827915,0.07040776970808038,-0.03392784272704032
10.001233933489873,-4.127862921537627,11.430430568466308,173.97289208291647,0.208206630634358,258.2781955980947,0.14031909973189652,-0.06788753090246147
15.000962193125186,-6.892636713069288,15.596160822798147,174.65521199685315,0.3116438640759511,259.8982253183816,0.20978970424393859,-0.10185415983201254
20.000738937361735,-9.656252536957064,19.762717563101308,175.29471954513437,0.4146767568108236,261.46869307318644,0.27883585325538,-0.1358409035554436
25.00056049632308,-12.418723876295322,23.93008696366917,175.89231885996043,0.517333548828354,262.99180395813715,0.34747534189311563,-0.1698582069352384
30.00042388460192,-15.180140206378416,28.09820569439189,176.44883705241696,0.6196413529150836,264.46961884988235,0.4157248853999911,-0.20391646751509251
35.000326005530106,-17.940557259229276,32.26703273724127,176.96502959295367,0.7216262912914513,265.9040669897491,0.4836001987293789,-0.23802609256207236
40.000262148677905,-20.7000400092716,36.43651908303671,177.44158423573583,0.8233135387369451,267.2969570142357,0.5511160576092629,-0.2721974811276823
45.000231279161376,-23.45865322924468,40.60662032981446,177.8791260951587,0.9247275327394644,268.6499885597919,0.6182864424814589,-0.3064410902580055
50.00022969947938,-26.21646135127349,44.777289168892246,178.27821987785038,1.0258919237345494,269.96475964964606,0.6851245187156303,-0.3407674050189191
55.00025203277877,-28.97352618032407,48.94847807157994,178.63937339374073,1.1268296713500972,271.2427751395955,0.7516427093457908,-0.37518696200430635
60.00029729257071,-31.729912745367848,53.12014269185013,178.96304275038213,1.2275632311309026,272.4854555778063,0.8178528290489907,-0.4097104020819119
65.0003595142877,-34.48568487588934,57.29223355683407,179.24962897643982,1.3281144398381683,273.6941414438021,0.883766008253408,-0.44434843158476034
70.0004387380546,-37.240908480061975,61.46470706003998,179.49948422808998,1.428504799697298,274.8701017733261,0.9493928820227091,-0.4791119176745888
75.00052736207391,-39.99564440578898,65.63751381659561,179.7129120707886,1.528755257753875,276.01453631482286,1.014743450746667,-0.5140118070072079
80.00062517541043,-42.74995960902717,69.81060929886577,179.89017045895991,1.6288865668645611,277.1285839036092,1.0798273135131977,-0.5490592533513634
85.0007272438037,-45.503916966402585,73.98394604158237,180.03147191996538,1.7289190963727843,278.213324112591,1.1446535429866505,-0.5842655533861338
90.00082862060228,-48.2575793543199,78.15747658916825,180.1369850507576,1.82887297752209,279.26978240769796,1.2092307777347584,-0.6196421997873316
95.00092843669908,-51.01101270411326,82.33115637554107,180.2068354140036,1.9287682358766487,280.2989346419659,1.2735673025334173,-0.6552009333432314
100.00102145376124,-53.76428089933791,86.5049369668561,180.24110581567064,2.028624668123455,281.30170866978926,1.3376709651844005,-0.6909537029390544
105.00110356758773,-56.51744686526144,90.67877193114111,180.23983694128583,2.1284620021279617,282.27898857658096,1.4015492711019961,-0.7269127310259655
110.00117251657198,-59.270575512316846,94.8526157407918,180.20302745784767,2.228299958650786,283.2316176184376,1.465209413825934,-0.7630905448248522
115.00122461867934,-62.02373071000277,99.02642185526852,180.1306340039997,2.328158232408576,284.1604001906395,1.5286582534459228,-0.7994999789626533
120.0012546123197,-64.77697616247335,103.20014194839328,180.02257108899295,2.428056532400591,285.0661042013817,1.591902333323201,-0.83615419907739
125.00125972613158,-67.53037528268102,107.3737308623838,179.8787105211446,2.528014713591416,285.94946402660025,1.6549479487834553,-0.8730667648079606
130.0012368549341,-70.2839933394871,111.5471418037817,179.69888085802828,2.6280527674572585,286.8111820025467,1.717801127078279,-0.9102516403789795
135.00118255391249,-73.03789426712338,115.72032843673938,179.4828666223001,2.728190866395237,287.6519303150742,1.7804676421449193,-0.9477232242503177
140.00109183838555,-75.79214087561984,119.89324330197994,179.2304073827315,2.828449396634522,288.47235254180833,1.842953013356553,-0.9854963832779691
145.0009624123624,-78.54679797725349,124.06584081539276,178.9411960593214,2.92884909269722,289.2730659699576,1.9052625711560336,-1.0235865215411866
150.00078979552447,-81.30192933095368,128.23807344137077,178.61487790292196,3.029410991384333,290.0546622789356,1.9674014079785012,-1.0620095834058316
155.00057151815903,-84.05760005176971,132.4098951240926,178.25104823412497,3.1301565602276007,290.81770959171337,2.0293744415223793,-1.1007821187052214
160.00030334202447,-86.81387167926712,136.58126001175532,177.84924688918898,3.231107714153313,291.5627532019545,2.0911863782477527,-1.1399213359055604
164.99998177125985,-89.57081101458178,140.75211962305326,177.40896229855508,3.332286897367634,292.2890554476408,2.1528418866614087,-1.179445010706225
169.9996037185488,-92.32848019047078,144.9224290039224,176.92962590948918,3.433717144014357,292.7719734054343,2.214369281716124,-1.2193478622982332
174.9991657739742,-95.08694366323898,149.0921412260611,176.41060890666233,3.5354221668329737,289.08580257040853,2.2762347575558475,-1.2591874092771262
179.99866374362662,-97.84626518721416,153.2612088287615,175.85121913401238,3.637426390733164,285.3520659848853,2.3388985354602037,-1.2985278552729604
184.99809559487318,-100.60650989902348,157.42958596695178,175.2506965367311,3.739755091429023,281.5688729840961,2.40239234669744,-1.3373627447315832
189.9974654803239,-103.36774365727018,161.59723367085746,174.6082091343781,3.842434441966813,277.73419930692995,2.4667501647002754,-1.3756842772665374
194.996819421271,-106.1300341251461,165.7641619397319,173.92284745736652,3.945491650596334,273.84584599887853,2.5320088948030195,-1.4134827557933147
199.99621499329334,-108.89333755148644,169.93046848864694,173.1936187923289,4.048955064135357,269.9014469319818,2.5982082480333792,-1.4507468161019776
204.99567286682378,-111.6575542961528,174.09624390478638,172.41944107738118,4.152854257316187,265.89849105986303,2.6653903676033495,-1.4874638897128372
209.9952041584399,-114.42258078239398,178.2615700224191,171.59913445357466,4.257220234667033,261.8342834685955,2.7336004825974958,-1.523619752069537
214.9948183036548,-117.18831445154804,182.4265260692869,170.7314151059294,4.362085435643033,257.705918200728,2.8028873640708083,-1.559198071572225
219.99452528471005,-119.9546495129654,186.5911941502251,169.8148845630446,4.467483983051403,253.5102522446366,2.873303761588722,-1.5941802214626808
224.9943346124554,-122.72148266936765,190.75565421107845,168.84801904913445,4.573451857023596,249.24387848215213,2.944906857250554,-1.6285449997730415
229.99425835972573,-125.48871116098364,194.91998896631927,167.82915724917137,4.680027096330639,244.90309075603204,3.0177588519665752,-1.6622682443640642
234.99430481448738,-128.25622877624775,199.0842789176768,166.75648781954544,4.787249951946007,240.48385184462035,3.09192750294338,-1.6953224490026275
239.9944833262526,-131.02393253906726,203.248603716584,165.62803228201884,4.8951632063984345,235.9817454432529,3.1674869295860986,-1.727676276812336
244.99480398123757,-133.79171690660613,207.4130456176647,164.4416267627823,5.0038124575786735,231.39192486065633,3.2445184745332827,-1.7592939830453909
249.99527836964154,-136.55947973843544,211.57768642040247,163.19490036828194,5.1132464661788255,226.70905122840747,3.3231117406954405,-1.790134725483385
