x_m,y_m,speed_kmh,time_s
203.2209465326836,-2.1919624613292688,324.95560676864585,0.0
212.84937373606076,10.969265530967505,324.955587503531,0.1780241106351908
221.37005810928272,25.54405069351151,324.95559919338206,0.3592317795651968
227.66797475700582,41.42369085880922,324.955622023391,0.5416758637516812
231.47419066451127,58.08857596722549,324.9556429846525,0.7237831644654712
232.5795453693497,75.0066075932805,324.955661819541,0.9044874897049691
230.94167269413117,91.64414750572966,324.9556783193687,1.083307898682506
226.62684091797533,107.52185365702425,324.95569261662496,1.260351366221156
219.46687026624295,122.06943233080504,324.95570508226797,1.4362230154318598
209.9024121101117,134.8982766603728,324.955716195011,1.6118435397990591
198.5777083536139,146.02226145762083,324.95572651693135,1.7882004608680298
185.5214729315268,155.06636315249273,324.9557366451016,1.966084613573238
171.1271778959292,161.91959477458354,324.9557469266309,2.1458693432639873
155.80822793588482,166.5647029721887,324.95575732305986,2.3273728399168747
139.9798486407785,169.07564434304584,324.95576741392546,2.509815985050107
124.04007435040396,169.61361364052908,324.9557764678352,2.6918654144062475
108.34647263707976,168.45701801109198,324.95578354324465,2.871741643822375
93.15265887725037,166.1536747311908,324.955787600044,3.0473728311999313
78.51319112379274,163.5407412740684,324.95578761088046,3.21658069318962
64.54926678192258,160.6601302261096,324.95578267713427,3.3772924880689548
51.44414712759279,157.50090282015378,324.9557721695362,3.527780255513915
39.23863096022331,154.4371564907001,324.9557558808013,3.666934436077045
27.88446783366059,151.85465268089615,324.95573421557634,3.7945785462781187
17.272035744830035,150.08833625678483,324.9557086256158,3.9118077817417065
7.24863014646234,149.38842403278713,324.95568223501306,4.0212522546565
-2.3855714818807874,149.8838040016592,324.9556577543127,4.127018429372227
-11.904433468716094,151.57220226113466,324.9556343669398,4.234035998414167
-21.651976534250583,154.3514831884813,324.95561224444907,4.346944407998367
-31.98037653735762,158.04808201435048,324.9555949291081,4.469152287108889
-43.18357613232723,162.41681098195684,324.9555851101135,4.602501936269756
-55.46430645179739,167.13779602492633,324.9555833564609,4.747411228452166
-68.92414382048085,171.82808562195666,324.9555890109512,4.903195331774141
-83.56176885343093,176.0642516941177,324.9556007261587,5.068398770020457
-99.3327292217553,178.91384849640076,324.9556168110674,5.2410893471925615
