timestamp,latitude,longitude,altitude,speed,fix_quality,hdop,sats,source
2026-02-05T15:45:41.167418+00:00,42.71474177505956,23.276036008267074,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.187418+00:00,42.714746033501164,23.276034408206236,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.287418+00:00,42.71476704313906,23.276025100327054,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.247418+00:00,42.71475869840559,23.276029083691927,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.267418+00:00,42.714762881053375,23.27602713513769,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.227418+00:00,42.71475449583231,23.276030945614714,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.207418+00:00,42.7147502739794,23.27603272055898,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.307418+00:00,42.71477118403611,23.276022979662446,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.327418+00:00,42.71477530312875,23.27602077357293,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.347418+00:00,42.71477939981267,23.27601848251347,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.407418+00:00,42.71479154955457,23.276011104436037,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.367418+00:00,42.7147834734957,23.2760161069641,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.387418+00:00,42.71478752359839,23.276013647429092,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.467418+00:00,42.714803477091884,23.276002980314882,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.427418+00:00,42.714795550811864,23.276008478534937,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.447418+00:00,42.71479952683213,23.276005770297246,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.487418+00:00,42.71480740108261,23.27600010919925,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.527418+00:00,42.71481516829959,23.275994126105147,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.507418+00:00,42.714811298311076,23.275997157580218,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.567418+00:00,42.71482282472461,23.27598782625762,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.547418+00:00,42.71481901058615,23.27599101543785,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.627418+00:00,42.714834094029165,23.275977794643758,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.587418+00:00,42.71482661028475,23.275984559258237,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.607418+00:00,42.714830366852354,23.27598121514699,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.647418+00:00,42.71483779143285,23.275974298480055,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.687418+00:00,42.71484509547062,23.275967082150203,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.667418+00:00,42.714841458696924,23.275970727398146,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.707418+00:00,42.71484870141874,23.275963363497446,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.727418+00:00,42.714852276221436,23.275959572209366,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.747418+00:00,42.71485581957403,23.27595570906297,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.787418+00:00,42.714862810784496,23.275947770336526,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.767418+00:00,42.714859331186766,23.275951774842053,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.807418+00:00,42.714866258106454,23.275943696341788,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.887418+00:00,42.714879719906364,23.275926721538017,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.867418+00:00,42.7148764040189,23.275931065446144,550.0,0.0,4,0.7,16,sim_inner
2026-02-05T15:45:41.827418+00:00,42.71486967290593,23.275939553658105,550.0,0.0,4,0.7,16,sim_inner
