time_s,lat,lon,speed_kmh
0.0,42.71475634110138,23.275978416274143,119.35399894825647
-0.2,42.714746903507155,23.275979069735577,119.35190671141414
-0.3,42.71474361697149,23.275980852133884,119.35117092748477
-0.5,42.71473385546547,23.27598823623868,119.3503277946607
0.1,42.71475672099054,23.275974350144807,119.35535101222297
-0.6,42.7147305461808,23.275987238901507,119.35022223480462
-0.4,42.71473915246128,23.275985913299063,119.35064424968814
-0.1,42.71474872277311,23.275977598870565,119.35285004660456
0.2,42.7147642413605,23.27597610885021,119.35690342766176
0.3,42.714764868897554,23.27597372846096,119.35865299174935
0.4,42.714766561006556,23.27597457019363,119.36059612622104
0.7,42.714781332039806,23.275962964373498,119.36754593205596
0.5,42.71477143121105,23.27597154492513,119.36272889565464
0.6,42.71477404635222,23.27596406982709,119.3650470272608
0.8,42.71478356994374,23.275959642986933,119.37022072719734
0.9,42.714785924213636,23.275960546174197,119.37306625928979
1.1,42.714791929127145,23.275951160744707,119.37924771309751
1.2,42.714796543206255,23.275953037595634,119.38257219476773
1.0,42.714787716853735,23.275957346039544,119.37607712847658
1.5,42.71480813475081,23.275945409549188,119.39340841689716
1.3,42.71480079272224,23.27594760135631,119.38604458357725
1.4,42.714802628670284,23.275945799776235,119.38965874339283
1.7,42.714815725375864,23.27593743536661,119.40128881786407
1.6,42.714810795276605,23.275938408476716,119.39728725035789
1.8,42.71481584678916,23.275935828096966,119.40540664496098
1.9,42.7148181943013,23.275934491823595,119.40963423147677
2.0,42.714824878401416,23.275927123690412,119.41396507351264
2.2,42.71483080653305,23.275917647125784,119.42291061474369
2.3,42.71483346077759,23.275919517249648,119.42751247096699
2.1,42.71482664871645,23.27592185721192,119.41839268442327
2.4,42.714835205976655,23.275916812239345,119.43219193313195
2.5,42.71483983627641,23.275911904717624,119.43694277118631
2.6,42.71484218422025,23.27590740576066,119.44175886004957
2.7,42.71484788426982,23.275905595019015,119.44663419342469
2.8,42.7148494138376,23.27589912693537,119.4515628962996
3.0,42.71485719205647,23.275892633204197,119.46155763303285
2.9,42.714852630785195,23.275892244891523,119.45653923617911
3.1,42.71485633654215,23.275889937701326,119.46661266802789
3.2,42.71486134318718,23.275882697194852,119.47169909102091
3.3,42.71486313754236,23.275875928667627,119.47681182691468
3.5,42.7148705281507,23.275867801512522,119.48709684244987
3.4,42.71486416301236,23.275872829673645,119.48194598086931
3.6,42.71487055026213,23.275864028919436,119.49225988876522
3.8,42.71487721001985,23.275854912727794,119.50260539387047
3.7,42.71487671305696,23.275861598657883,119.4974307866345
3.9,42.714882295042436,23.275853883802117,119.50777975971751
4.0,42.714884907077284,23.275851336397228,119.51295012452601
4.1,42.714885176965815,23.2758427840557,119.51811291869186
4.2,42.71489036400879,23.275838731486267,119.52326476098877
4.4,42.71489208191555,23.27582793929948,119.53352299265956
4.3,42.71488904286343,23.275838426716597,119.52840245626776
4.6,42.71489736540723,23.275821294349672,119.54370143757508
4.5,42.71489601890277,23.27582354861803,119.53862353828455
4.7,42.71490072229078,23.27581208467916,119.5487542071956
4.8,42.71490400235599,23.27580979217905,119.55377953168939
4.9,42.71490712766821,23.27580905144615,119.5587752588371
5.1,42.71490852041808,23.275796818462773,119.56867009911991
5.2,42.714914800384214,23.27579328011236,119.57356567948267
5.0,42.714909161295,23.275800765925368,119.56373939480738
5.3,42.714917234034175,23.27578787036857,119.57842458651663
5.4,42.71491739121383,23.27577905855309,119.58324540841058
5.6,42.71492012782581,23.275765943296406,119.59276780512067
5.5,42.71492093660799,23.27577161660147,119.58802686555056
5.7,42.71492285637408,23.275761601096484,119.59746719571996
5.8,42.714924451436545,23.275757101393133,119.60212412203856
5.9,42.71492713951266,23.275749100701994,119.60673777954725
6.0,42.71493040980346,23.27574429114288,119.61130746929794
6.2,42.71493341093744,23.275736817344274,119.6203126469717
6.1,42.714935257893096,23.275738138213992,119.61583259279324
6.4,42.71493731073615,23.275723582109254,119.62913598290682
6.3,42.7149365170859,23.27572848279871,119.62474721928022
6.5,42.71494397473748,23.27572137626008,119.63347869211448
6.6,42.714943172736966,23.275712765443213,119.63777517772478
6.7,42.714943028068085,23.275704136647008,119.64202534274368
6.8,42.71494578612824,23.27570014159876,119.64622915813176
7.0,42.7149531569519,23.27568592960612,119.65449793934086
6.9,42.71494708057594,23.27569779261704,119.650386658736
7.1,42.71495061178405,23.27568364747787,119.65856315092003
7.2,42.7149517272781,23.275677734193444,119.66258249699416
7.3,42.71495858501469,23.2756715669499,119.66655623016763
7.4,42.714958762568145,23.275667936000765,119.67048464880081
7.6,42.714962478189776,23.275650551766873,119.67820694583138
7.5,42.71495865544593,23.2756573959319,119.67436809385315
7.7,42.71496412491707,23.275647048432976,119.68200162192676
7.8,42.714962706319106,23.275639344887114,119.68575257325695
7.9,42.7149683609601,23.275636635419513,119.6894602822633
8.1,42.71497004669495,23.275624112725122,119.69674804494424
8.0,42.714968915208296,23.275630664481692,119.69312526023211
8.2,42.71497030741399,23.275613445994374,119.70032919845886
8.3,42.7149691024471,23.275608038029407,119.70386930500175
8.4,42.71497185152507,23.27559925649808,119.7073689689842
8.6,42.714975466172106,23.275593239566625,119.7142494766616
8.5,42.71497544786734,23.275594550228373,119.71082881311807
