x_l,y_l,x_r,y_r
233.5068920742927,-399.0838481864166,224.15348490109542,-397.9827132026921
232.90597553140879,-404.0658781842466,223.5573507290356,-402.91662829651443
232.30974764860332,-409.0743753569721,222.92783397090966,-407.8154664070061
231.62916354896498,-414.12895253014636,222.22656173340698,-412.62576821075464
230.7958078982353,-419.2296395404615,221.39966579965778,-417.31114699073936
229.83678532960548,-424.39322879191633,220.44527602151254,-421.87217168903186
228.39894977239726,-429.53825980643813,219.06688898201025,-426.24231526738396
226.37526426422997,-434.55214590982456,217.14098728840636,-430.397148348601
224.12795876545195,-439.4948804945574,215.13928638661937,-434.5771284810849
221.48147261492076,-444.232419731724,212.77154141181492,-438.6413913435683
218.41178617596424,-448.6735589527766,210.02438327429618,-442.5024940880154
215.10791741194055,-452.8821953882031,207.05264112072658,-446.1829377523
211.53823763913883,-456.801799027361,203.83813105189924,-449.6060447552121
207.77133372164,-460.4802931134404,200.4526201530994,-452.8110276530681
203.7620006734691,-463.851643967153,196.94988368128844,-455.85345054083206
199.58358850386,-466.97416590455634,193.29171652734374,-458.6945796811313
195.4096982336905,-470.08875776561325,189.5593085118805,-461.44803064904835
191.09116723067294,-473.0211457459682,185.68056291513312,-464.0283494099745
186.6073423103216,-475.7312790115098,181.6453811000695,-466.41306083698987
181.93409913410068,-478.1477133745836,177.443757481374,-468.56566996820163
177.11136954587596,-480.32914604891783,173.1058986244336,-470.5118240262133
172.13727152525362,-482.26788512103,168.6678339726025,-472.246456676529
167.01729043014126,-483.91250225432117,164.17204173124034,-473.7388767529867
161.77279659381855,-485.2103742105557,159.63636444061794,-474.9034671257523
156.40393808272773,-485.8842960345806,155.05760544890987,-475.4387030672514
151.0356076108691,-486.1249128236243,150.51246736184817,-475.598904782593
145.72182277312456,-486.06784047100643,145.96810829180438,-475.5257169447292
140.454950405692,-485.84052644192366,141.3855095396718,-475.3306424892738
135.2402530544427,-485.2964843083033,136.7684635951702,-474.8496696481684
130.06355961147028,-484.5886267617051,132.14364530596148,-474.09173938955644
124.92713320885771,-483.65903465358303,127.53493005286276,-473.10442525198044
119.87571846678351,-482.35394158704094,122.95156866515335,-471.9177763163494
114.90576191070912,-480.77155826290897,118.39994950057387,-470.5344618929985
110.00676295058179,-478.9858835312407,113.88784799917343,-468.9566415436527
105.19624521123744,-476.9792783532438,109.43751733679083,-467.156844247738
100.48656199963442,-474.75577834156275,105.0651550565037,-465.1346811785782
95.86329876931353,-472.3732643109217,100.75550314227888,-462.953957947227
91.301352561514,-469.8942586858216,96.51053139928575,-460.63156011380113
86.83122675434115,-467.27339886502944,92.34002822551297,-458.1716722512921
82.47445065352719,-464.4876706420504,88.26404769415403,-455.5643116832745
78.21813683390577,-461.56601567764966,84.27804685169595,-452.8312774688487
74.06029256991931,-458.5188290161243,80.38249057261544,-449.9794825882819
69.98405323894538,-455.3741009754384,76.55804858301282,-447.03978575364727
65.9484085268578,-452.18270189198955,72.75895657836261,-444.06794550389355
62.01248262277748,-448.8716698660094,69.05095486317487,-440.98191464032874
58.17886389360176,-445.44438788423946,65.4373987616973,-437.78413458760224
54.49270441760214,-441.86194196989607,61.979875920910246,-434.41932738360646
50.923461388778215,-438.1668679398517,58.63326079371579,-430.94488143089006
47.466237368654326,-434.37120903661526,55.38964205140513,-427.3721489401907
44.2032826240522,-430.4113481047501,52.326641933733,-423.63913948969537
41.06113422306385,-426.3605168817652,49.373147714093264,-419.8163841871337
38.03442946533159,-422.22708830883596,46.524058805814576,-415.91172967600994
35.0625830470446,-418.05740106092907,43.683092246442065,-411.996356172207
32.189799692625385,-413.8189221946514,40.922803409598416,-408.01454091157433
29.427495228677742,-409.5069996991278,38.261501340516034,-403.956519988688
26.77504777484338,-405.12590211946286,35.70076315853114,-399.82526386644093
24.231840980288187,-400.67987714912687,33.23964934365399,-395.62541085792685
21.78754051806986,-396.1783010647109,30.875394876934607,-391.362480454258
19.387522600865733,-391.6515228248028,28.59794362162505,-387.045336916662
17.093276038467742,-387.0690270895375,26.418500898495584,-382.6717232212656
14.904374732934414,-382.43502286410427,24.3378456401203,-378.2453557361241
12.82131021530064,-377.75332129325966,22.356775638500316,-373.77004937648525
10.855780495023986,-373.0234156575202,20.483558261891908,-369.2467955718082
9.000169765744129,-368.2530796053457,18.71357651832837,-364.68215111840414
7.248483529494979,-363.448778535133,17.04201786120112,-360.08226382497753
5.60036491275519,-358.615019990327,15.467562757621588,-355.4512483977079
4.1051753902229295,-353.74055517860074,14.028715433664399,-350.7791215720153
2.74337263149161,-348.8354154831964,12.708610402650116,-346.07311260981777
1.478161411371044,-343.9118019752555,11.478400272056295,-341.34259047574045
0.30509657301159443,-338.9714060553375,10.336915245124434,-336.58827048851634
-0.7773480296687065,-334.01518421518773,9.280093608756118,-331.81166800474625
-1.7510540296981811,-329.04025660607414,8.374442888278155,-327.00002300080934
-2.638930779111854,-324.0527440049535,7.555570095183441,-322.16943815512656
-3.448364560072639,-319.05478301739237,6.813467635710753,-317.3226026036989
-4.296487153099432,-314.0651046908142,6.0006630897027655,-312.48288445419774
-5.08444255650655,-309.0658190811341,5.243844052284162,-307.6271809311206
-5.802726073144647,-304.0563465875727,4.552802543621318,-302.7548105460659
-6.456638437063904,-299.03848269785965,3.9235076141325873,-297.8673789638421
-7.013682861406,-294.0101093514241,3.368823762460116,-292.96474759328663
-7.502958807699816,-288.9762435958591,2.8747804044692953,-288.04991220580064
-7.937743883941609,-283.93939940277465,2.4333194673769953,-283.12487256900175
-8.327357198128205,-278.9013844532502,2.0493231908714935,-278.1905362946755
-8.669143395820896,-273.86307209818483,1.7137095129194595,-273.24893329020904
-8.964422556686621,-268.82578554390926,1.423357680584215,-268.30155015578157
-9.228521655667432,-263.7913210560297,1.1641140402607233,-263.35004190206945
-9.484910079839276,-258.76050371201154,0.9146706253428123,-258.39504898649216
-9.707118772784957,-253.73198574691867,0.6986530698088096,-253.43531697558825
-9.896638755202193,-248.70587850735498,0.5147106041472531,-248.4709306033978
-10.036956567063891,-243.68202276784055,0.41147809586322825,-243.50115515176984
