time_s,lat,lon,speed_kmh
0.0,42.69761150056967,23.32361521578926,10.0
0.08451165759642632,42.69762497927453,23.323600132059756,27.977607871639762
0.1704807106927487,42.69763999994838,23.323595995090116,59.26521527332503
0.2578833718630855,42.6976562620441,23.323597333081636,17.647776389152963
0.34669084671384853,42.697670827045435,23.323587395779768,74.40010674222943
0.4368697717616825,42.69768623683409,23.323580972176973,72.03394957382748
0.5283826373977734,42.69770095473073,23.323570515286086,106.39386628556728
0.6211881959807066,42.69771588316899,23.323560454518898,30.920250280090478
0.715241855391152,42.69773388438236,23.323561351213485,38.1906260507338
0.8104960585618483,42.697749779778285,23.32355296050917,30.504725196593704
0.9069006495926037,42.697762149013556,23.3235321935959,10.0
1.0044032270939582,42.69777943058882,23.323527370142724,31.504195860653336
1.1029494853917903,42.697793576949,23.323512185873728,14.763171448054543
1.2024835441816217,42.69781271550277,23.323510965815508,10.0
1.3029482671557346,42.69782623149515,23.323493335378096,96.40733126332968
1.4042855700459773,42.697840393429594,23.323477502104232,43.98291251684675
1.5064367184358936,42.697858450727786,23.32347111477909,10.0
1.6093426156015784,42.697870036414436,23.32344881954075,49.74290397324763
1.7129440805443958,42.69788556068145,23.32343579351226,48.50102322841557
1.8171821162824326,42.697905799022216,23.32343254084794,40.99454959195958
1.9219981683727363,42.69792106125573,23.323418017196317,68.62031725638643
2.027334373544022,42.69793300029128,23.323396783703636,104.14843800755175
2.1331337982303866,42.69794537111004,23.323376708137086,27.576741368368687
2.239340666711143,42.69796364300793,23.323367570334494,70.86763549104637
2.3459005784807494,42.69797932112823,23.32335330429052,71.4569687531581
2.452760714396412,42.697992354526825,23.32333438458446,62.053234273098944
2.559870031079853,42.69800929519257,23.32332186767456,60.16840673338176
2.6671794429846463,42.69802198236215,23.323302391630815,99.84053018020712
2.77464199148221,42.69803421693002,23.32328238020761,101.29057548995554
2.882213000268984,42.69804732907691,23.32326379107007,87.4797354828208
2.989850216355754,42.69806261496259,23.323248231074082,82.70432833823774
3.097513935868673,42.69807570901635,23.32322958055085,108.1874764975588
3.2051671138719957,42.698088616236504,23.32321071338611,81.15029098465891
3.31277545741638,42.698099215817095,23.32318906878348,79.90324935143175
3.420307501025727,42.69811282463961,23.323171152408342,98.91864735644926
3.5277346638615796,42.6981270102891,23.32315378655381,26.86634176194032
3.6350312878491513,42.698131768275395,23.323126205279756,28.853586238658146
3.742174656114486,42.698145449399654,23.32310841514375,75.87200742277074
3.849144991169886,42.69815567470819,23.32308709339677,63.09734197581405
3.955925432395355,42.69817037730131,23.32307005811503,10.248461861602042
4.062501992498477,42.698173462540076,23.32304242529903,41.68807956845378
4.16886349279353,42.69818460511984,23.32302226742501,59.279941411649126
4.275001477322435,42.698201070630496,23.323006335756673,31.00922849330301
4.38091010604355,42.698208425499864,23.322982954978645,95.1708152457831
4.486586027537141,42.698213692295646,23.322958273004712,79.14646343003847
4.592028231914899,42.698222360612995,23.322936247486027,87.17470144712236
4.697237884870997,42.698228378744275,23.322912547331278,46.57174899909319
4.8022181440682274,42.69824127206179,23.322893218188803,30.218503075507538
4.906973959308799,42.69824473400941,23.322868173995122,66.78363023828682
5.011511858188435,42.69825345217254,23.322846251811143,93.24466679658741
5.115839719167308,42.69826393159211,23.322825110763223,50.6732534629054
5.219966534204919,42.69826745901538,23.322800509391623,104.73978090052364
5.323902163290911,42.69827046455647,23.32277589294436,77.9573087892993
5.427657083353936,42.69827649063479,23.32275267466785,82.98611164483385
5.531242134140088,42.698285331048105,23.322730444549233,62.61734215024859
5.634668263717164,42.698289398923144,23.322706407215325,61.28577593756287
5.7379462762779605,42.69829981550719,23.322684297131605,44.31085436456172
5.841086584884077,42.69830185448287,23.322659580874948,71.03099818907022
5.944098971711628,42.69829983357678,23.322634026323406,29.743941848523413
6.04699235823431,42.69830740983045,23.322610768150977,93.00366660547476
6.149774587611262,42.698313143004235,23.322586917605264,44.937002452524865
6.252452221342293,42.69831192565376,23.32256186783338,89.94641606550806
6.355030352017881,42.69831272506902,23.322537253299593,92.47029968642936
6.457512433732758,42.6983151458535,23.322512844130667,90.78974066505037
6.5599001314576135,42.698320154317685,23.322488550767225,67.21050758489169
6.662193190381012,42.69832091704592,23.32246388996412,102.91308592107762
6.764389325950177,42.69832130057581,23.322439227313687,87.36801077569207
6.86648413506181,42.698319206868895,23.322414599606336,57.4242566703864
6.968471028588312,42.698322491769204,23.32238989145193,96.88210415955544
7.070341185175602,42.69832407620311,23.32236512616667,87.41923644381778
7.1720835260202955,42.698322955162446,23.322340497848437,66.25353950463362
7.273684710128773,42.69832753557784,23.322315307608616,61.64157924272839
7.375129149380694,42.69832674112866,23.322290567567208,47.038378805490595
7.476399042565411,42.69831875847161,23.322266878888254,79.29733357447446
7.5774744274313734,42.69831461197425,23.322242841645465,47.194958712078744
7.678333249685265,42.6983173881304,23.322217649027717,91.84829811062723
