time_s,lat,lon,speed_kmh
0.0,42.714403121036085,23.27484570763416,80.0
0.01,42.714400621862545,23.27485338950931,80.0
0.02,42.71440519034477,23.274850068521026,80.0
0.03,42.71441105939854,23.27485191070099,80.0
0.04,42.714407050136714,23.27484499791094,80.0
0.05,42.71441350381261,23.274853947931618,80.0
0.06,42.714412455178504,23.274852902044746,80.0
0.07,42.71442173715121,23.27484885341885,80.0
0.08,42.7144265652032,23.274846003903345,80.0
0.09,42.71442116567878,23.27485400023419,80.0
0.1,42.71442857037182,23.274843035772875,80.0
0.11,42.714429945746524,23.274853925566187,80.0
0.12,42.71443312629829,23.27484478350414,80.0
0.13,42.71443413724196,23.274842155617765,80.0
0.14,42.714439409295096,23.27484679278498,80.0
0.15,42.71443983693306,23.274843900672426,80.0
0.16,42.714444697317774,23.274843310975275,80.0
0.17,42.7144435651121,23.274843737572017,80.0
0.18,42.714451171845425,23.2748499669321,80.0
0.19,42.714450641787884,23.2748470846615,80.0
0.2,42.714459492778225,23.2748508455904,80.0
0.21,42.71445754968982,23.27483964076919,80.0
0.22,42.71446374015812,23.274846409384054,80.0
0.23,42.71446393065438,23.274848436617972,80.0
0.24,42.7144689444769,23.2748465083646,80.0
0.25,42.7144709822907,23.274839415470748,80.0
0.26,42.71447608299456,23.274845815602834,80.0
0.27,42.71447654654522,23.274840497398237,80.0
0.28,42.71447620630415,23.27483400893824,80.0
0.29,42.7144805140177,23.27484257683101,80.0
0.3,42.714484484592596,23.274834157383754,80.0
0.31,42.71448837204054,23.274839825975526,80.0
0.32,42.714489010456546,23.27483497378097,80.0
0.33,42.71449480984342,23.274835744679976,80.0
0.34,42.714494094953146,23.274835007518853,80.0
0.35,42.71449356863336,23.27483370931599,80.0
0.36,42.71450235741116,23.274827311704072,80.0
0.37,42.71450409848039,23.27483783245969,80.0
0.38,42.71450302607111,23.27482962993878,80.0
0.39,42.71451303870432,23.274829938186702,80.0
0.4,42.7145117795406,23.274832172464205,80.0
0.41,42.71451172782686,23.274832198373627,80.0
0.42,42.714520902787015,23.274826864464544,80.0
0.43,42.71451916990643,23.274826524235117,80.0
0.44,42.71452266116954,23.274821603668695,80.0
0.45,42.71452047676856,23.274828839120033,80.0
0.46,42.71453047693653,23.274825518688957,80.0
0.47,42.71453243316293,23.27482554706016,80.0
0.48,42.71453310885184,23.274823354665482,80.0
0.49,42.71453493901651,23.274819049421197,80.0
0.5,42.71454158207514,23.274811571255537,80.0
0.51,42.714538210398395,23.274816527718663,80.0
0.52,42.71454341302929,23.27481437819836,80.0
0.53,42.71454480042735,23.274811193097275,80.0
0.54,42.714549919999314,23.274812012980316,80.0
0.55,42.714551055008116,23.274811490986863,80.0
