time_s,lat,lon,speed_kmh
0.0,42.714403121036085,23.27484570763416,80.0
0.01,42.714400621862545,23.27485338950931,80.0
0.02,42.71440519034477,23.274850068521026,80.0
0.03,42.71441105939854,23.27485191070099,80.0
0.04,42.714407050136714,23.27484499791094,80.0
0.05,42.71441350381261,23.274853947931618,80.0
0.06,42.714412455178504,23.274852902044746,80.0
0.07,42.71442173715121,23.27484885341885,80.0
0.08,42.7144265652032,23.274846003903345,80.0
0.09,42.71442116567878,23.27485400023419,80.0
0.1,42.71442857037182,23.274843035772875,80.0
0.11,42.714429945746524,23.274853925566187,80.0
0.12,42.71443312629829,23.27484478350414,80.0
0.13,42.71443413724196,23.274842155617765,80.0
0.14,42.714439409295096,23.27484679278498,80.0
0.15,42.71443983693306,23.274843900672426,80.0
0.16,42.714444697317774,23.274843310975275,80.0
0.17,42.7144435651121,23.274843737572017,80.0
0.18,42.714451171845425,23.2748499669321,80.0
0.19,42.714450641787884,23.2748470846615,80.0
0.2,42.714459492778225,23.2748508455904,80.0
0.21,42.71445754968982,23.27483964076919,80.0
0.22,42.71446374015812,23.274846409384054,80.0
0.23,42.71446393065438,23.274848436617972,80.0
0.24,42.7144689444769,23.2748465083646,80.0
0.25,42.7144709822907,23.274839415470748,80.0
0.26,42.71447608299456,23.274845815602834,80.0
0.27,42.71447654654522,23.274840497398237,80.0
0.28,42.71447620630415,23.27483400893824,80.0
0.29,42.7144805140177,23.27484257683101,80.0
0.3,42.714484484592596,23.274834157383754,80.0
0.31,42.71448837204054,23.274839825975526,80.0
0.32,42.714489010456546,23.27483497378097,80.0
0.33,42.71449480984342,23.274835744679976,80.0
0.34,42.714494094953146,23.274835007518853,80.0
0.35,42.71449356863336,23.27483370931599,80.0
0.36,42.71450235741116,23.274827311704072,80.0
0.37,42.71450409848039,23.27483783245969,80.0
0.38,42.71450302607111,23.27482962993878,80.0
0.39,42.71451303870432,23.274829938186702,80.0
0.4,42.7145117795406,23.274832172464205,80.0
0.41,42.71451172782686,23.274832198373627,80.0
0.42,42.714520902787015,23.274826864464544,80.0
0.43,42.71451916990643,23.274826524235117,80.0
0.44,42.71452266116954,23.274821603668695,80.0
0.45,42.71452047676856,23.274828839120033,80.0
0.46,42.71453047693653,23.274825518688957,80.0
0.47,42.71453243316293,23.27482554706016,80.0
0.48,42.71453310885184,23.274823354665482,80.0
0.49,42.71453493901651,23.274819049421197,80.0
0.5,42.71454158207514,23.274811571255537,80.0
0.51,42.714538210398395,23.274816527718663,80.0
0.52,42.71454341302929,23.27481437819836,80.0
0.53,42.71454480042735,23.274811193097275,80.0
0.54,42.714549919999314,23.274812012980316,80.0
0.55,42.714551055008116,23.274811490986863,80.0
0.56,42.71455161491167,23.27480289379082,80.0
0.57,42.714557408033244,23.274803242317358,80.0
0.58,42.714561927999206,23.274810101765592,80.0
0.59,42.714564679696686,23.274807794946003,80.0
0.6,42.7145674891643,23.274799620759357,80.0
0.61,42.71456324949227,23.274803154596757,80.0
0.62,42.71456519855987,23.27479353013686,80.0
0.63,42.714569867295594,23.27480094075246,80.0
0.64,42.714575787466586,23.274791393919948,80.0
0.65,42.714573340073514,23.2747925945627,80.0
0.66,42.7145799852988,23.274788639391875,80.0
0.67,42.714580222815016,23.274787023727548,80.0
0.68,42.71458437035885,23.274791924223155,80.0
0.69,42.714587047184644,23.274785393440887,80.0
0.7,42.71458876012783,23.274779954178904,80.0
0.71,42.714589463966156,23.274782996396524,80.0
0.72,42.714598335733335,23.274777341274195,80.0
0.73,42.71459459913451,23.27478038616888,80.0
0.74,42.71460251907711,23.274779668626902,80.0
0.75,42.71459778893748,23.274770609528765,80.0
0.76,42.71460652492686,23.274770213591065,80.0
0.77,42.714608826217635,23.274768426687622,80.0
0.78,42.71460980881769,23.274772780973876,80.0
0.79,42.71461608839639,23.274765185391555,80.0
0.8,42.71461436369392,23.274770218461118,80.0
0.81,42.714617936688754,23.274761146359612,80.0
0.82,42.714619661475254,23.274761176224974,80.0
0.83,42.714622523292476,23.274758183803957,80.0
0.84,42.714621893870515,23.274752860539156,80.0
0.85,42.71462942162145,23.27476183887041,80.0
0.86,42.71463160285268,23.274751592111137,80.0
0.87,42.71463465144608,23.274749459670208,80.0
0.88,42.714632263982125,23.274752556371382,80.0
0.89,42.714630902029455,23.274744322405635,80.0
0.9,42.71463345537984,23.274749733592895,80.0
0.91,42.71464403567214,23.27474674004216,80.0
0.92,42.714639198518036,23.274741404016144,80.0
0.93,42.71464865913946,23.274742729763016,80.0
0.94,42.71464672481245,23.274738394724015,80.0
0.95,42.71464749997551,23.274732054175516,80.0
0.96,42.71465265723254,23.27472757346006,80.0
0.97,42.71465055057632,23.27472795480926,80.0
0.98,42.7146569823585,23.27472152099971,80.0
0.99,42.71465767049462,23.274721426153718,80.0
1.0,42.71466317879934,23.274719325415287,80.0
1.01,42.71465766698285,23.27472386813096,80.0
1.02,42.71466259133924,23.274712824572653,80.0
1.03,42.71466880817536,23.274719916856878,80.0
1.04,42.71466580766588,23.27470945478404,80.0
1.05,42.714673522982,23.274710994823803,80.0
1.06,42.71467117730197,23.274711565854535,80.0
1.07,42.714676338204036,23.274708357208166,80.0
1.08,42.71468108271646,23.274700872952145,80.0
1.09,42.714680797203144,23.27469517906558,80.0
1.1,42.7146778415452,23.274690687132065,80.0
1.11,42.7146802534901,23.274698111931855,80.0
1.12,42.71468574154041,23.274693558181735,80.0
1.13,42.71468565209435,23.274691844955893,80.0
1.14,42.714686942920146,23.274682986649516,80.0
1.15,42.71469172002824,23.274686677866036,80.0
1.16,42.714696218099796,23.2746849679182,80.0
1.17,42.71469513796899,23.274672164406763,80.0
1.18,42.71469246300486,23.274668975427918,80.0
1.19,42.714701802539395,23.27466576810033,80.0
1.2,42.714703359891466,23.27467166347573,80.0
1.21,42.7147033246506,23.274663332354578,80.0
1.22,42.71470306064076,23.274665843027805,80.0
1.23,42.7147035257957,23.274660363003427,80.0
1.24,42.714705748719744,23.274651467605164,80.0
1.25,42.71471024476081,23.27465842517711,80.0
1.26,42.71471109293194,23.274655893578174,80.0
1.27,42.71471584186718,23.27464500439049,80.0
1.28,42.714710659272065,23.27464875095914,80.0
1.29,42.714713132309576,23.274643825302455,80.0
1.3,42.71472200452733,23.27463401755058,80.0
1.31,42.71471793628562,23.274630064668937,80.0
1.32,42.71472127973318,23.274638605420773,80.0
1.33,42.71472069974066,23.27462486932868,80.0
1.34,42.71472756222869,23.274623324552064,80.0
1.35,42.71473072699573,23.274618530671965,80.0
1.36,42.71473291230941,23.274618783025495,80.0
1.37,42.71472847236804,23.274622143586186,80.0
1.38,42.71473173485902,23.27461097917602,80.0
1.39,42.71473490978819,23.274605943502483,80.0
1.4,42.71473073299422,23.27460202692705,80.0
1.41,42.71473486350783,23.27461036398733,80.0
